url,length_mi,elevation_gain_ft,estimated_time,route_type,description
https://www.alltrails.com/trail/us/delaware/bob-trail-full-loop,4.5,39,1–1.5hr,loop,"The entire Trap Pond complex is beautiful. This well-maintained wooded trail consists of a sand base and ground gravel, with a topping of fallen pine and deciduous foliage. There are boardwalk portions in wet areas. The trails are gentle and reasonably well-marked. 

Accessibility: Visitors using wheelchairs, mobility equipment, or strollers may need all-terrain tires or adaptive/motorized equipment for the surface type.

Accessible Parking:
Number of designated accessible spaces: 4 at the trailhead;
Number of van-accessible spaces with access aisles: 4;
Parking lot surface: paved.

Trail Details:
Trail surface: gravel, a natural surface (dirt, sand, leaves), wooden boardwalk with railings;
Average trail width: 8 feet;
Estimated average grade category: gentle (3% or less);
Benches: yes."
https://www.alltrails.com/trail/us/delaware/brandywine-orange-green-and-rocky-run-loop,1.7,232,0.5–1hr,loop,"Enjoy this 1.7-mile loop trail near Wilmington, Delaware. Generally considered an easy route, it takes an average of 44 min to complete. This trail is great for hiking and running, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime."
https://www.alltrails.com/trail/us/delaware/brandywine-springs,1.5,147,0.5–1hr,out & back,"Explore this 1.5-mile out-and-back trail near Hockessin, Delaware. Generally considered an easy route, it takes an average of 35 min to complete. This trail is great for hiking, running, and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are April through November. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/delaware/chapel-branch-nature-loop,2.9,72,0.5–1hr,loop,"Experience this 2.9-mile loop trail near Seaford, Delaware. Generally considered an easy route, it takes an average of 54 min to complete. This trail is great for running and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are October through May. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/delaware/chelsea-manor-park-loop,0.5,22,0.5–1hr,loop,"Head out on this 0.5-mile loop trail near Historic New Castle, Delaware. Generally considered an easy route, it takes an average of 10 min to complete. This trail is great for running and walking, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime."
https://www.alltrails.com/trail/us/delaware/eastern-loop,5.3,396,2–2.5hr,loop,"The Eastern Loop is a beautiful waterfall trail that provides a relaxing experience. You follow the well-marked trail through gorgeous woodlands and a rocky, forested road. A serene waterfall is accessible via the walk, which is ideal for enjoying the scenery. The trail has some muddy areas, so watch your footing. Keep your eyes peeled for flora and fauna in this area."
https://www.alltrails.com/trail/us/delaware/folk-memorial-park-loop,0.4,16,0.5–1hr,loop,"Begin from the parking area off Welsh Tract Road. Follow the paved pathway around Folk Park.

The City of Newark maintains this trail.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Parking
It is unclear whether any designated accessible parking spaces are available near the trailhead.

Surface
The trail surface is paved asphalt and is typically at least 7 feet wide. Bollards near the parking area temporarily reduce the tread width.

Grade
This trail is estimated to be mostly gentle (5% or less).

More Info
Benches are available along the route for resting."
https://www.alltrails.com/trail/us/delaware/iron-hill-park-bootlegger-trail-loop,2.4,246,1–1.5hr,loop,"Experience this 2.4-mile loop trail near Newark, Delaware. Generally considered an easy route, it takes an average of 56 min to complete. This trail is great for hiking and mountain biking, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime."
https://www.alltrails.com/trail/us/delaware/iron-hill-park-todd-forrest-loop-trail,2,206,0.5–1hr,loop,"Get to know this 2.0-mile loop trail near Newark, Delaware. Generally considered an easy route, it takes an average of 47 min to complete. This trail is great for hiking and mountain biking, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime."
https://www.alltrails.com/trail/us/delaware/meadow-walk,0.1,3,0.5–1hr,loop,"This is a great flat nature trail. There is access to the Broadkill River from this preserve, but fishing is not allowed. There is a dock for kayaking and picnic areas. 

Accessibility: Visitors using wheelchairs, mobility equipment, or strollers may need all-terrain tires or adaptive/motorized equipment for the surface type.

Accessible Parking:
Parking lot surface: gravel;
There do not appear to be any designated accessible parking spaces within 1.0 miles of the trailhead.

Trail Details:
Trail surface: gravel, crushed stone, a natural surface (dirt, grass);
Average trail width: 5 feet;
Estimated average grade category: flat (1% or less)."
https://www.alltrails.com/trail/us/delaware/missipillion-riverwalk,3.3,55,1–1.5hr,out & back,"Try this 3.3-mile out-and-back trail near Milford, Delaware. Generally considered an easy route, it takes an average of 1 h 0 min to complete. This trail is great for hiking, running, and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are March through October. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/delaware/misspillion-walkway,0.3,3,0.5–1hr,loop,"Head out on this 0.3-mile loop trail near Milford, Delaware. Generally considered an easy route, it takes an average of 5 min to complete. This trail is great for running and walking, and it's unlikely you'll encounter many other people while exploring. You'll need to leave pups at home — dogs aren't allowed on this trail."
https://www.alltrails.com/trail/us/delaware/pomeroy-trail,3.9,65,1–1.5hr,out & back,"Check out this 3.9-mile out-and-back trail near Newark, Delaware. Generally considered an easy route, it takes an average of 1 h 10 min to complete. This trail is great for road biking, running, and walking, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/delaware/powell-ford-park-loop,0.5,19,0.5–1hr,loop,"This paved path loops around the park and provides an easily accessible place to go for a walk, run, or bike ride. It travels on the field edge with views into the surrounding forest. In addition to this path, there is a playground and multiple baseball / softball fields There are restrooms available near the parking area."
https://www.alltrails.com/trail/us/delaware/price-memorial-park-loop,1.5,19,0.5–1hr,loop,"This is a nice city park with a lake and a dog park.

Accessibility: There are 4 designated accessible spaces in the paved parking lots off of St Anne's Church Road at the south end of the trail. Both of them are van-accessible with striped access aisles. The trail surface is paved asphalt and smooth. It is typically at least 6 feet wide. The whole trail is estimated to be in the flat (1% or less) grade category. This trail will likely be navigable for most wheelchairs/mobility equipment or stroller users."
